#time,probability
1,0.244654
2,0.330042
3,0.365108
4,0.38454
5,0.396312
6,0.404712
7,0.411396
8,0.417122
9,0.42141
10,0.42527
11,0.427826
12,0.431122
13,0.43265
14,0.43529
15,0.436424
16,0.43823
17,0.439794
18,0.440834
19,0.442114
20,0.44262
21,0.443896
22,0.444444
23,0.445678
24,0.446244
25,0.447112
26,0.448006
27,0.448362
28,0.448638
29,0.449434
30,0.449716
31,0.45034
32,0.450954
33,0.451566
34,0.451976
35,0.452368
36,0.45226
37,0.452504
38,0.453374
39,0.453734
40,0.454028
41,0.454374
42,0.454832
43,0.454986
44,0.45517
45,0.455962
46,0.456466
47,0.456356
48,0.456612
49,0.456184
50,0.456206
51,0.456934
52,0.457376
53,0.457296
54,0.45759
55,0.457762
56,0.457756
57,0.457974
58,0.457804
59,0.45787
60,0.457702
61,0.458018
62,0.457996
63,0.457964
64,0.458118
65,0.458142
66,0.458386
67,0.458348
68,0.45793
69,0.45812
70,0.458232
71,0.458264
72,0.458314
73,0.458412
74,0.458476
75,0.458316
76,0.458292
77,0.458426
78,0.458854
79,0.458314
80,0.458386
81,0.459216
82,0.458946
83,0.459198
84,0.459232
85,0.458964
86,0.458764
87,0.459116
88,0.459354
89,0.45928
90,0.459226
91,0.459024
92,0.45946
93,0.459224
94,0.459732
95,0.459762
96,0.459264
97,0.459444
98,0.459456
99,0.45968
100,0.4593
101,0.459076
102,0.458922
103,0.459124
104,0.459202
105,0.45922
106,0.45923
107,0.459342
108,0.45938
109,0.459268
110,0.459112
111,0.459106
112,0.459
113,0.458978
114,0.458864
115,0.459
116,0.459028
117,0.458996
118,0.459006
119,0.458998
120,0.45911
121,0.459102
122,0.45931
123,0.459418
124,0.459512
125,0.459418
126,0.45949
127,0.458992
128,0.45875
129,0.458744
130,0.458756
131,0.458816
132,0.458924
133,0.458816
134,0.458924
135,0.45835
136,0.45845
137,0.458574
138,0.458448
139,0.45854
140,0.458116
141,0.45808
142,0.458082
143,0.458108
144,0.458302
145,0.457928
146,0.458066
147,0.457898
148,0.457932
149,0.458204
150,0.457878
151,0.457672
152,0.457642
153,0.45741
154,0.457334
155,0.457274
156,0.45743
157,0.457382
158,0.457834
159,0.457792
160,0.457998
161,0.458062
162,0.457678
163,0.457442
164,0.457898
165,0.457982
166,0.457886
167,0.458036
168,0.458058
169,0.45781
170,0.457814
171,0.457614
172,0.457598
173,0.457966
174,0.458104
175,0.45801
176,0.457906
177,0.457966
178,0.457774
179,0.457984
180,0.457898
181,0.457772
182,0.458174
183,0.458034
184,0.457916
185,0.45794
186,0.457894
187,0.4577
188,0.45775
189,0.457764
190,0.457936
191,0.457844
192,0.45798
193,0.458214
194,0.457944
195,0.458246
196,0.45816
197,0.458264
198,0.458186
199,0.45792
200,0.457902
201,0.457912
202,0.457844
203,0.458174
204,0.458018
205,0.458136
206,0.458228
207,0.458046
208,0.458012
209,0.457954
210,0.45818
211,0.45783
212,0.457652
213,0.457854
214,0.457724
215,0.457508
216,0.45735
217,0.457498
218,0.457218
219,0.457498
220,0.45752
221,0.457018
222,0.457374
223,0.457498
224,0.45702
225,0.456996
226,0.456888
227,0.45731
228,0.457178
229,0.456892
230,0.456978
231,0.456518
232,0.456466
233,0.45642
234,0.45641
235,0.456282
236,0.45623
237,0.456286
238,0.456218
239,0.45616
240,0.456208
241,0.45628
242,0.456594
243,0.456448
244,0.456414
245,0.45621
246,0.456352
247,0.455652
248,0.455746
249,0.455456
250,0.455834
251,0.455728
252,0.455748
253,0.455728
254,0.455534
255,0.455736
256,0.455774
257,0.455558
258,0.455494
259,0.455244
260,0.45538
261,0.4553
262,0.45519
263,0.455488
264,0.45541
265,0.455502
266,0.455116
267,0.455174
268,0.4552
269,0.455034
270,0.455252
271,0.45554
272,0.455532
273,0.45515
274,0.455176
275,0.454968
276,0.455194
277,0.454878
278,0.454808
279,0.45479
280,0.454838
281,0.45475
282,0.454594
283,0.454306
284,0.454384
285,0.454456
286,0.454498
287,0.454504
288,0.454502
289,0.454144
290,0.454252
291,0.454106
292,0.45413
293,0.4541
294,0.453998
295,0.45421
296,0.454016
297,0.454042
298,0.454116
299,0.454064
300,0.454182
301,0.453916
302,0.453908
303,0.453964
304,0.454094
305,0.45427
306,0.453884
307,0.453704
308,0.453724
309,0.45345
310,0.453484
311,0.453698
312,0.453766
313,0.453498
314,0.453442
315,0.453726
316,0.453642
317,0.453484
318,0.453586
319,0.45341
320,0.45327
321,0.453116
322,0.453122
323,0.452516
324,0.45237
325,0.45222
326,0.452384
327,0.452354
328,0.452222
329,0.452292
330,0.452356
331,0.452072
332,0.452004
333,0.451888
334,0.451584
335,0.451246
336,0.451282
337,0.451566
338,0.4516
339,0.451374
340,0.451602
341,0.451792
342,0.451692
343,0.451674
344,0.451538
345,0.451422
346,0.45121
347,0.451102
348,0.451348
349,0.451474
350,0.451394
351,0.451706
352,0.451718
353,0.451704
354,0.451732
355,0.451608
356,0.451234
357,0.45146
358,0.451358
359,0.451408
360,0.451496
361,0.451716
362,0.451448
363,0.451624
364,0.451614
365,0.451486
366,0.451648
367,0.451694
368,0.4514
369,0.451296
370,0.450956
371,0.451322
372,0.45133
373,0.451356
374,0.451298
375,0.45104
376,0.450774
377,0.450778
378,0.450992
379,0.450998
380,0.45105
381,0.45101
382,0.450934
383,0.450804
384,0.450668
385,0.45049
386,0.450766
387,0.450168
388,0.45015
389,0.450142
390,0.45004
391,0.450016
392,0.449944
393,0.449922
394,0.449846
395,0.450088
396,0.449874
397,0.449758
398,0.44984
399,0.449694
400,0.449686
401,0.449938
402,0.449884
403,0.449472
404,0.44955
405,0.449618
406,0.44951
407,0.449542
408,0.449564
409,0.449322
410,0.449482
411,0.449426
412,0.44955
413,0.449554
414,0.449334
415,0.449306
416,0.449316
417,0.449226
418,0.449088
419,0.449188
420,0.44928
421,0.449168
422,0.449048
423,0.44933
424,0.449064
425,0.4489
426,0.448902
427,0.448838
428,0.449044
429,0.448972
430,0.448728
431,0.448584
432,0.44866
433,0.448592
434,0.448764
435,0.448732
436,0.448304
437,0.448236
438,0.44844
439,0.448076
440,0.448118
441,0.44821
442,0.44842
443,0.448488
444,0.448204
445,0.448092
446,0.44805
447,0.448012
448,0.44804
449,0.44807
450,0.448292
451,0.448276
452,0.448358
453,0.44835
454,0.448186
455,0.448192
456,0.448186
457,0.44833
458,0.448132
459,0.447952
460,0.44784
461,0.447808
462,0.44743
463,0.447614
464,0.447762
465,0.447666
466,0.44754
467,0.447254
468,0.44726
469,0.447316
470,0.44723
471,0.447404
472,0.447574
473,0.447392
474,0.44747
475,0.447354
476,0.447092
477,0.447082
478,0.447306
479,0.447366
480,0.447414
481,0.447326
482,0.447354
483,0.447426
484,0.447006
485,0.447282
486,0.447286
487,0.446904
488,0.447002
489,0.446958
490,0.44695
491,0.44693
492,0.446848
493,0.44685
494,0.446688
495,0.446524
496,0.446804
497,0.446826
498,0.44661
499,0.44641
500,0.446356
501,0.446236
502,0.446196
503,0.446132
504,0.446198
505,0.446302
506,0.44609
507,0.446164
508,0.445748
509,0.445848
510,0.4458
511,0.446018
512,0.446032
513,0.445804
514,0.44585
515,0.445716
516,0.44572
517,0.445786
518,0.445772
519,0.44595
520,0.445932
521,0.446084
522,0.446178
523,0.446168
524,0.445818
525,0.445602
526,0.445726
527,0.445542
528,0.44532
529,0.445518
530,0.445516
531,0.445426
532,0.445436
533,0.44543
534,0.445352
535,0.445284
536,0.445048
537,0.445202
538,0.445356
539,0.445128
540,0.445326
541,0.445156
542,0.445108
543,0.444984
544,0.445018
545,0.444962
546,0.444784
547,0.44474
548,0.445016
549,0.445212
550,0.445144
551,0.44499
552,0.444802
553,0.44488
554,0.444336
555,0.444356
556,0.444304
557,0.444568
558,0.444584
559,0.444604
560,0.44436
561,0.444534
562,0.444664
563,0.44463
564,0.44459
565,0.444462
566,0.444336
567,0.444226
568,0.44437
569,0.44407
570,0.444084
571,0.4441
572,0.444154
573,0.443938
574,0.443904
575,0.443736
576,0.443758
577,0.443622
578,0.443824
579,0.443904
580,0.44374
581,0.443626
582,0.443776
583,0.443634
584,0.4438
585,0.443746
586,0.443858
587,0.443686
588,0.443514
589,0.443948
590,0.443612
591,0.44356
592,0.443352
593,0.443478
594,0.443442
595,0.443356
596,0.443336
597,0.442992
598,0.443114
599,0.443174
600,0.443148
601,0.443058
602,0.443066
603,0.443182
604,0.443124
605,0.443168
606,0.44306
607,0.44298
608,0.442662
609,0.44268
610,0.442626
611,0.442778
612,0.442628
613,0.442754
614,0.44251
615,0.44247
616,0.442542
617,0.442634
618,0.442774
619,0.442868
620,0.442672
621,0.442758
622,0.44254
623,0.442552
624,0.442494
625,0.442598
626,0.442476
627,0.442214
628,0.442214
629,0.44221
630,0.442496
631,0.442502
632,0.44253
633,0.442646
634,0.44234
635,0.442352
636,0.442158
637,0.442258
638,0.442346
639,0.442
640,0.442144
641,0.442018
642,0.441962
643,0.442012
644,0.441978
645,0.44195
646,0.44224
647,0.442144
648,0.442182
649,0.44236
650,0.44209
651,0.44216
652,0.442042
653,0.441972
654,0.442042
655,0.441848
656,0.441856
657,0.441886
658,0.441952
659,0.44166
660,0.441818
661,0.441688
662,0.44151
663,0.441634
664,0.441542
665,0.44158
666,0.44149
667,0.441368
668,0.441248
669,0.441254
670,0.441036
671,0.440996
672,0.441024
673,0.440844
674,0.440764
675,0.440584
676,0.440522
677,0.440414
678,0.440298
679,0.44029
680,0.44031
681,0.440258
682,0.440476
683,0.44048
684,0.440304
685,0.44047
686,0.440262
687,0.440306
688,0.440272
689,0.440196
690,0.440126
691,0.440152
692,0.440168
693,0.43986
694,0.439864
695,0.4402
696,0.440244
697,0.44022
698,0.439966
699,0.439806
700,0.439676
701,0.43935
702,0.439334
703,0.439308
704,0.439258
