#time,probability
2,0.407564
4,0.5421972
6,0.6137142
8,0.6634792
10,0.7019512
12,0.7335884
14,0.7598826
16,0.7825794
18,0.8022028
20,0.8198816
22,0.8349406
24,0.848567
26,0.8607658
28,0.8717788
30,0.881864
32,0.891043
34,0.8993442
36,0.9067974
38,0.9136988
40,0.9200494
42,0.9259416
44,0.9312314
46,0.9362312
48,0.940671
50,0.9448776
52,0.9486508
54,0.9522776
56,0.9555652
58,0.9586948
60,0.961359
62,0.9640312
64,0.9664186
66,0.9686862
68,0.9708204
70,0.9727436
72,0.9745712
74,0.9762244
76,0.9777822
78,0.9792666
80,0.9806534
82,0.9818996
84,0.9831074
86,0.98423
88,0.9852296
90,0.9861726
92,0.9870774
94,0.9878876
96,0.9886578
98,0.9893212
100,0.9900158
102,0.9906254
104,0.991239
106,0.9917942
108,0.9923172
110,0.9928
112,0.9932574
114,0.9937162
116,0.9941218
118,0.9944604
120,0.994823
122,0.9951384
124,0.9954374
126,0.9957106
128,0.995986
130,0.9962402
132,0.9964746
134,0.996698
136,0.9968876
138,0.9970892
140,0.9972808
142,0.9974406
144,0.9976022
146,0.9977548
148,0.9978924
150,0.9980322
152,0.998135
154,0.998249
156,0.998356
158,0.9984602
160,0.9985582
162,0.9986348
164,0.998713
166,0.9987904
168,0.9988824
170,0.9989452
172,0.9990202
174,0.999074
176,0.9991292
178,0.999174
180,0.9992324
182,0.9992774
184,0.9993178
186,0.999374
188,0.999408
190,0.9994332
192,0.9994622
194,0.9994926
196,0.9995238
198,0.9995498
200,0.9995712
202,0.999599
204,0.9996322
206,0.9996488
208,0.9996732
210,0.9996864
212,0.9997098
214,0.999722
216,0.9997462
218,0.999757
220,0.9997726
222,0.9997918
224,0.999799
226,0.999807
228,0.999819
230,0.9998304
232,0.9998424
234,0.9998506
236,0.9998616
238,0.999867
240,0.9998764
242,0.999885
244,0.9998908
246,0.9998986
248,0.9999054
250,0.9999098
252,0.9999148
254,0.9999196
256,0.999924
258,0.999927
260,0.999931
262,0.999934
264,0.99994
266,0.9999446
268,0.999948
270,0.9999496
272,0.999951
274,0.9999532
276,0.9999572
278,0.9999574
280,0.9999608
282,0.9999634
284,0.9999634
286,0.9999652
288,0.9999686
290,0.9999708
292,0.9999736
294,0.9999774
296,0.9999778
298,0.999979
300,0.9999802
302,0.9999802
304,0.9999812
306,0.9999824
308,0.9999826
310,0.9999842
312,0.9999854
314,0.9999862
316,0.9999882
318,0.9999888
320,0.9999906
322,0.9999904
324,0.9999906
326,0.9999914
328,0.999991
330,0.9999922
332,0.999991
334,0.9999926
336,0.9999934
338,0.9999942
340,0.999995
342,0.9999946
344,0.9999946
346,0.9999946
348,0.9999948
350,0.9999946
352,0.999995
354,0.999995
356,0.9999958
358,0.999996
360,0.9999962
362,0.999996
364,0.9999964
366,0.9999968
368,0.9999968
370,0.9999972
372,0.999997
374,0.9999972
376,0.9999978
378,0.9999978
380,0.9999982
382,0.9999978
384,0.9999976
386,0.999998
388,0.9999978
390,0.9999986
392,0.999999
394,0.999999
396,0.9999992
398,0.9999992
400,0.9999992
402,0.9999992
404,0.9999996
406,0.9999998
408,0.9999996
410,0.9999996
412,0.9999996
414,0.9999992
416,0.9999994
418,0.9999992
420,0.9999996
422,0.9999998
424,0.9999996
426,0.9999996
428,0.9999996
430,0.9999998
432,1
434,0.9999998
436,0.9999998
438,0.9999998
440,0.9999998
442,0.9999996
444,0.9999996
446,0.9999996
448,0.9999996
450,0.9999996
452,0.9999998
454,0.9999998
456,0.9999998
458,0.9999998
460,0.9999998
462,0.9999998
464,0.9999998
466,0.9999998
468,0.9999998
470,0.9999998
472,1
474,1
476,1
478,1
480,1
482,1
484,1
486,1
488,1
490,1
492,1
494,1
496,1
498,1
500,1
