#block-time,bootstrap-length
0.8,2881.0000003808113
0.9,1435.0000054072516
1,936.0000010993609
1.1,716.0000017748995
1.2000000000000002,635.0000020637856
1.3,553.000001284652
1.4000000000000001,511.0000002417293
1.5,477.00000212379973
1.6,464.0000020881071
1.7000000000000002,441.00000276575923
1.8,441.00000043452246
1.9000000000000001,430.00000177556353
2,427.0000030637199
2.1,422.0000005049948
2.2,428.0000003176842
2.3000000000000003,426.00000255626713
2.4000000000000004,433.00000226164553
2.5,433.0000003475473
2.6,424.0000050249618
2.7,437.0000013388421
2.8000000000000003,441.00000244589086
2.9000000000000004,445.0000041640152
3,446.0000005837796
3.1,449.0000021547568
3.2,456.00000103564764
3.3000000000000003,469.0000002891549
3.4000000000000004,473.0000007521287
3.5,476.00000228125157
3.6,487.0000020173196
3.7,493.0000105541222
3.8000000000000003,498.000003858911
3.9000000000000004,511.0000101745913
4,515.0000013539053
4.1000000000000005,520.0000060805205
4.2,527.0000043562993
4.3,531.0000154026964
4.4,536.0000033250647
4.5,543.0000106343861
4.6000000000000005,555.0000031388784
4.7,558.0000017827847
4.800000000000001,564.0000050996804
4.9,573.0000262487225
5,582.0000036962128
5.1000000000000005,595.0000120831547
5.2,598.0000036017609
5.300000000000001,610.0000000691718
5.4,610.0000010909409
5.5,625.0000017783934
5.6000000000000005,628.0000025633636
5.7,636.0000061502877
5.800000000000001,651.0000032706986
5.9,650.0000008211713
6,663.0000156267088
6.1000000000000005,659.000001519428
6.2,678.0000008739665
6.300000000000001,684.0000298484069
6.4,686.0000029345225
6.5,693.0000015897178
6.6000000000000005,706.0000023613777
6.7,704.0000016407179
6.800000000000001,722.0000069819682
6.9,727.0000107498643
7,738.000004162696
7.1000000000000005,746.0000025302916
7.2,754.000006627036
7.300000000000001,767.0000024702855
7.4,765.0000023733874
7.5,770.000005963162
7.6000000000000005,784.0000262473058
7.7,786.000000264065
7.800000000000001,811.0000010536337
7.9,801.0000101397412
8,811.0000291724867
8.1,823.000007071035
8.200000000000001,819.0000026910634
8.3,844.0000005975415
8.4,839.0000031531293
8.5,854.0000122994256
8.6,861.0000153755276
