#time,probability
2,0.3572082
4,0.4305982
6,0.4649706
8,0.487809
10,0.5050324
12,0.5190904
14,0.5308392
16,0.541055
18,0.550158
20,0.5586978
22,0.5663642
24,0.573392
26,0.5798514
28,0.5862482
30,0.5922318
32,0.597784
34,0.6031364
36,0.608167
38,0.6131702
40,0.6176886
42,0.6222084
44,0.6265486
46,0.6308574
48,0.6349782
50,0.6388362
52,0.6426036
54,0.646463
56,0.6500134
58,0.6533594
60,0.6567092
62,0.660001
64,0.663233
66,0.6664932
68,0.6696552
70,0.6727144
72,0.6755342
74,0.6785678
76,0.6813522
78,0.68412
80,0.687027
82,0.689609
84,0.692438
86,0.6949826
88,0.697664
90,0.7001392
92,0.7026042
94,0.7052212
96,0.7075194
98,0.7099384
100,0.7123492
102,0.7145064
104,0.7166966
106,0.7189682
108,0.7210466
110,0.7231582
112,0.7253244
114,0.7274118
116,0.7293644
118,0.7314578
120,0.7335302
122,0.7355972
124,0.7375252
126,0.7395376
128,0.7413024
130,0.7431098
132,0.744978
134,0.7467748
136,0.74853
138,0.7503838
140,0.7522066
142,0.7538502
144,0.7555404
146,0.7572548
148,0.7589684
150,0.760643
152,0.7621904
154,0.7639368
156,0.7654786
158,0.7670402
160,0.7686068
162,0.7703514
164,0.7719404
166,0.773571
168,0.7750398
170,0.7764984
172,0.7778436
174,0.779424
176,0.7809344
178,0.7823938
180,0.7838094
182,0.7851268
184,0.7865506
186,0.788089
188,0.7893416
190,0.7906776
192,0.7920712
194,0.793325
196,0.7945976
198,0.7958592
200,0.7971622
202,0.798486
204,0.7997396
206,0.8009546
208,0.8021832
210,0.8033842
212,0.8045764
214,0.8057512
216,0.8068958
218,0.8081286
220,0.8092902
222,0.8105388
224,0.8117002
226,0.8128782
228,0.8140456
230,0.815177
232,0.8162514
234,0.8175024
236,0.8185406
238,0.8196752
240,0.8206102
242,0.8217628
244,0.8228252
246,0.8238306
248,0.8248958
250,0.8259606
252,0.8269886
254,0.828035
256,0.8290496
258,0.8300512
260,0.8310496
262,0.832062
264,0.8330468
266,0.8341424
268,0.8349706
270,0.835959
272,0.8368996
274,0.8378732
276,0.8387608
278,0.83967
280,0.8406204
282,0.8415098
284,0.8425348
286,0.8434608
288,0.8443036
290,0.8451362
292,0.8460874
294,0.8468344
296,0.8477536
298,0.8486684
300,0.849549
302,0.8503262
304,0.851188
306,0.8520728
308,0.8529704
310,0.853815
312,0.8545388
314,0.8554054
316,0.8561578
318,0.8569854
320,0.8578042
322,0.858545
324,0.8594288
326,0.8601784
328,0.8610024
330,0.8617256
332,0.8625308
334,0.863317
336,0.864024
338,0.864801
340,0.865475
342,0.8661844
344,0.866922
346,0.8676542
348,0.8684032
350,0.8691732
352,0.8699026
354,0.8706208
356,0.8713528
358,0.8720178
360,0.8727088
362,0.8734286
364,0.8741304
366,0.8748126
368,0.8753902
370,0.8761738
372,0.8767936
374,0.8774446
376,0.8781336
378,0.8787914
380,0.8794936
382,0.8801804
384,0.8807536
386,0.8813348
388,0.8819362
390,0.8826046
392,0.8832204
394,0.883792
396,0.8844216
398,0.8850926
400,0.885682
402,0.8863074
404,0.8869132
406,0.887498
408,0.8881204
410,0.888694
412,0.8893168
414,0.889889
416,0.890356
418,0.8909428
420,0.8914976
422,0.8921256
424,0.8926802
426,0.8932012
428,0.8937772
430,0.8943502
432,0.8949058
434,0.8954584
436,0.8960238
438,0.8965242
440,0.8971322
442,0.8976838
444,0.8982058
446,0.8986382
448,0.8991962
450,0.8997264
452,0.9002192
454,0.9008116
456,0.9013082
458,0.9018252
460,0.9023478
462,0.9027874
464,0.9032544
466,0.9037586
468,0.904264
470,0.904764
472,0.9051864
474,0.9057034
476,0.9061874
478,0.906723
480,0.907194
482,0.9076632
484,0.908112
486,0.9086028
488,0.9090814
490,0.909526
492,0.9100296
494,0.9105072
496,0.9109622
498,0.9113736
500,0.9118298
502,0.912344
504,0.912834
506,0.9132224
508,0.9136674
510,0.9141328
512,0.9145442
514,0.9149794
516,0.9154258
518,0.9158954
520,0.9162926
522,0.916712
524,0.9171726
526,0.9175568
528,0.9179444
530,0.9184066
532,0.9188294
534,0.9192466
536,0.9196634
538,0.9200916
540,0.9204124
542,0.920811
544,0.9212558
