100,186
200,348
300,512
400,678
500,837
600,997
700,1163
800,1325
900,1484
1000,1649
1100,1810
1200,1976
1300,2133
1400,2295
1500,2471
1600,2625
1700,2782
1800,2950
1900,3117
2000,3278
2100,3437
2200,3594
2300,3766
2400,3924
2500,4106
2600,4251
2700,4413
2800,4575
2900,4745
3000,4901
3100,5052
3200,5223
3300,5376
3400,5547
3500,5705
3600,5867
3700,6030
3800,6198
3900,6361
4000,6516
4100,6709
4200,6847
4300,7007
4400,7182
4500,7349
4600,7525
4700,7665
4800,7815
4900,7975
5000,8147
5100,8312
5200,8483
5300,8653
5400,8848
5500,8963
5600,9127
5700,9306
5800,9464
5900,9618
6000,9787
6100,9962
6200,10106
6300,10278
6400,10428
6500,10636
6600,10775
6700,10929
6800,11107
6900,11269
7000,11406
7100,11582
7200,11744
7300,11944
7400,12064
7500,12257
7600,12414
7700,12587
7800,12712
7900,12875
8000,13036
8100,13205
8200,13391
8300,13559
8400,13736
8500,13875
8600,14058
8700,14164
8800,14358
8900,14528
9000,14686
9100,14854
9200,15018
9300,15166
9400,15372
9500,15499
9600,15661
9700,15859
9800,16017
9900,16148
10000,16335
