#block-time,bootstrap-length
0.8,4319.000000105909
0.9,2020.0000014770862
1,1360.0000005926443
1.1,1062.0000021908265
1.2000000000000002,886.0000002481765
1.3,789.000000631897
1.4000000000000001,748.0000076689705
1.5,700.0000005208783
1.6,669.0000020325788
1.7000000000000002,647.0000002082816
1.8,635.0000019008927
1.9000000000000001,610.0000002480457
2,606.0000001151851
2.1,596.0000162998223
2.2,598.0000002739818
2.3000000000000003,595.0000000917648
2.4000000000000004,628.0000094821885
2.5,615.0000070874743
2.6,633.0000033158727
2.7,624.0000099828608
2.8000000000000003,631.0000012493019
2.9000000000000004,640.0000067183277
3,648.000000751156
3.1,662.0000038326837
3.2,665.0000031549332
3.3000000000000003,666.0000034856038
3.4000000000000004,684.0000048672139
3.5,693.0000020707222
3.6,687.0000007330245
3.7,709.0000012017415
3.8000000000000003,692.0000009907794
3.9000000000000004,730.0000031740855
4,741.0000063259388
4.1000000000000005,750.0000011334809
4.2,770.0000011434605
4.3,756.0000023762982
4.4,762.000003040516
4.5,788.0000054645546
4.6000000000000005,798.0000033069433
4.7,805.0000006307431
4.800000000000001,818.000003387943
4.9,819.0000059321601
5,850.0000057674669
5.1000000000000005,840.0000046643523
5.2,841.0000067833583
5.300000000000001,880.0000059545605
5.4,851.0000021568092
5.5,876.0000034372098
5.6000000000000005,895.0000024640036
5.7,911.0000005774643
5.800000000000001,916.0000010389376
5.9,941.0000000108683
6,948.0000001246137
6.1000000000000005,954.0000058463174
6.2,971.0000114786322
6.300000000000001,975.000002488421
6.4,978.000003472372
6.5,1007.0000036816555
6.6000000000000005,1014.0000077123276
6.7,1011.0000057376484
6.800000000000001,1018.0000004955742
6.9,1046.0000024125213
7,1047.000000843677
7.1000000000000005,1057.000001745854
7.2,1072.0000029561036
7.300000000000001,1098.00000392075
7.4,1099.000014141093
7.5,1112.0000023537834
7.6000000000000005,1109.0000008545417
7.7,1106.0000002594845
7.800000000000001,1143.000013421574
7.9,1152.0000200629731
8,1164.000000883464
8.1,1192.000004700716
8.200000000000001,1231.0000010325261
8.3,1210.000002883767
8.4,1197.0000069585217
8.5,1250.0000358974305
8.6,1281.000019476768
8.700000000000001,1241.0000165864433
8.8,1288.0000032986109
8.9,1258.0000001613396
9,1289.0000019784802
9.1,1299.0000222632373
9.200000000000001,1314.0000048762347
9.3,1324.0000048289787
9.4,1316.0000021520373
9.5,1324.000001265734
9.600000000000001,1355.0000028228278
9.700000000000001,1346.0000104084643
9.8,1390.0000163675084
9.9,1431.000002178554
10,1391.0000000429213
10.100000000000001,1413.0000018238666
10.200000000000001,1396.0000201704377
10.3,1423.000003121523
10.4,1422.0000167416872
10.5,1451.0000374701067
10.600000000000001,1468.0000083094224
10.700000000000001,1509.0000027611475
10.8,1499.0000060090283
10.9,1511.0000141088963
11,1506.000024701437
11.100000000000001,1498.0000121409962
11.200000000000001,1534.000012900185
11.3,1536.0000019608967
11.4,1562.0000049411126
11.5,1604.0000028344593
11.600000000000001,1554.0000059729502
11.700000000000001,1617.0000654785802
11.8,1623.000016718528
11.9,1595.0000038844391
12,1627.0000116100184
12.100000000000001,1683.000004591645
12.200000000000001,1650.0000341202738
12.3,1673.000024524991
12.4,1687.0000011195677
12.5,1697.0000146397188
12.600000000000001,1680.000047301386
12.700000000000001,1703.0000151688832
12.8,1739.000043941753
12.9,1719.0000069695798
13,1748.0000052166167
13.100000000000001,1781.0000040988105
13.200000000000001,1806.0000024816634
13.3,1782.000002685967
13.4,1789.000008292371
13.5,1801.0000274618556
13.600000000000001,1820.0000029796768
13.700000000000001,1844.0000021157268
13.8,1877.0000464518705
13.9,1840.0000024767105
14,1840.0000011779446
14.100000000000001,1894.0000039446265
14.200000000000001,1925.0000017219784
14.3,1926.000000066072
14.4,1947.0000151792967
14.5,1885.000018787833
14.600000000000001,1893.000000853934
14.700000000000001,1999.0000004446565
14.8,1989.0000000410757
14.9,1962.000027473302
15,1987.000007911267
15.100000000000001,2016.0000058606781
15.200000000000001,2044.000001526241
15.3,2037.000040833521
15.4,2035.0000041135295
15.5,2072.000002107869
15.600000000000001,2039.000017846357
15.700000000000001,2103.000043789218
15.8,2100.0000083472646
15.9,2150.000012124838
16,2104.0000020988005
16.1,2096.0000107512697
16.2,2167.000015119745
16.3,2126.0000340006272
16.400000000000002,2162.0000386861107
16.5,2142.0000046380915
16.6,2182.0000121265534
16.7,2172.0000086727155
16.8,2165.0000069433186
16.900000000000002,2257.0000096588888
17,2249.000003598157
17.1,2249.000090824228
17.2,2240.000019965399
17.3,2291.0000118809435
17.400000000000002,2280.0000229947555
17.5,2253.0000037244026
17.6,2312.000016515696
17.7,2252.0000076347715
17.8,2288.0000093103
17.900000000000002,2345.0000367799657
18,2340.0000052263144
18.1,2285.000025113311
18.2,2389.00000332542
18.3,2407.000004307491
18.400000000000002,2421.0000042370084
18.5,2443.0000329156296
18.6,2458.0000093240187
18.7,2457.000079878977
18.8,2455.0000085681054
18.900000000000002,2392.000021643138
19,2398.0000176682724
19.1,2468.0000479382925
19.200000000000003,2488.00001171272
19.3,2555.000007779568
19.400000000000002,2501.000040464565
19.5,2479.000040675362
19.6,2566.0000532179956
19.700000000000003,2571.000043229948
19.8,2539.00003685587
19.900000000000002,2548.0000329203704
20,2617.000035162088
20.1,2579.0000377698657
20.200000000000003,2605.0000069376147
20.3,2686.000034916256
20.400000000000002,2569.000035240249
20.5,2637.0000030152564
20.6,2549.0000080991604
20.700000000000003,2642.000006210425
20.8,2696.000000694046
20.900000000000002,2740.000018018901
21,2723.0000100922794
21.1,2700.0000196207466
21.200000000000003,2740.0000131191055
21.3,2703.000014593615
21.400000000000002,2702.00002129841
21.5,2761.0000023849266
21.6,2750.000015170506
21.700000000000003,2826.000029479999
21.8,2745.0000170730273
21.900000000000002,2845.000002845143
22,2833.000010527989
22.1,2842.000002359501
22.200000000000003,2814.000063677479
22.3,2822.000022941755
22.400000000000002,2906.000022172522
22.5,2939.000007984941
22.6,2816.0000105471026
22.700000000000003,2887.000010306477
22.8,2909.000009134528
22.900000000000002,2898.0000208550923
23,2921.0000068757977
23.1,2904.0000098506807
23.200000000000003,2945.0000200398317
23.3,3039.000004600242
23.400000000000002,3041.0000308538583
23.5,3034.0001091931913
23.6,2933.000019199434
23.700000000000003,2983.0000147749174
23.8,3054.000051441619
23.900000000000002,3088.0000029060725
24,3070.0000155159214
24.1,3010.000027256382
24.200000000000003,3096.0000582878147
24.3,3151.000047839253
24.400000000000002,3115.0001072913833
24.5,3028.000019531345
24.6,3124.0000151199424
24.700000000000003,3177.0000105413187
24.8,3113.000024043495
24.900000000000002,3174.0000331820565
25,3195.0000393712394
