#block-time,bootstrap-length
0.8,5037.000000691956
0.9,2521.000000823784
1,1740.0000026290165
1.1,1397.000000059639
1.2000000000000002,1141.0000024881012
1.3,1027.0000003385437
1.4000000000000001,917.000002659077
1.5,872.0000021996296
1.6,877.000002749332
1.7000000000000002,797.0000014157455
1.8,810.0000007578359
1.9000000000000001,828.00000225728
2,807.0000127039802
2.1,779.0000007362025
2.2,800.000002447035
2.3000000000000003,787.0000003711646
2.4000000000000004,759.0000003401069
2.5,744.0000005091398
2.6,889.0000016709255
2.7,797.000000437015
2.8000000000000003,866.0000014260967
2.9000000000000004,830.0000021260183
3,825.0000062839715
3.1,804.00000181112
3.2,804.0000024931504
3.3000000000000003,839.0000005344219
3.4000000000000004,823.0000017321618
3.5,884.0000060200292
3.6,938.0000153003219
3.7,885.0000043646072
3.8000000000000003,920.0000024881089
3.9000000000000004,948.0000030142501
4,912.0000023581067
4.1000000000000005,1012.0000038705986
4.2,999.0000011451139
4.3,1005.0000020742114
4.4,986.0000081424141
4.5,1021.0000015318465
4.6000000000000005,981.000009165521
4.7,1069.0000114629815
4.800000000000001,1103.0000041604465
4.9,1091.0000025900872
5,1037.000000042291
5.1000000000000005,1100.000012884948
5.2,1157.0000005203942
5.300000000000001,1101.0000069293897
5.4,1092.0000081809353
5.5,1113.0000072930848
5.6000000000000005,1173.0000006594012
5.7,1191.0000021566098
5.800000000000001,1209.0000002665204
5.9,1191.0000032366772
6,1157.0000014291627
6.1000000000000005,1184.0000312178531
6.2,1194.0000110073956
6.300000000000001,1256.0000141622893
6.4,1276.0000222863023
6.5,1225.0000015307226
6.6000000000000005,1264.0000002575084
6.7,1321.000005081598
6.800000000000001,1309.0000018525916
6.9,1321.000001091407
7,1436.0000035146347
7.1000000000000005,1352.0000012785936
7.2,1357.0000034320694
7.300000000000001,1452.0000002642053
7.4,1372.0000067580463
7.5,1395.000022539572
7.6000000000000005,1360.0000094021348
7.7,1520.0000050892224
7.800000000000001,1431.0000129719785
7.9,1407.0000093334208
8,1547.0000073157405
8.1,1527.000011234983
8.200000000000001,1534.000015081654
8.3,1505.0000052607063
8.4,1611.0000155218834
8.5,1552.0000018415515
8.6,1658.0000212183008
8.700000000000001,1663.0000178525122
8.8,1628.0000022529723
8.9,1587.000008001863
9,1644.0000110400929
9.1,1650.0000061535084
9.200000000000001,1621.000010489064
9.3,1671.0000079645865
9.4,1651.0000002602112
9.5,1728.0000045981626
9.600000000000001,1682.0000000571636
9.700000000000001,1652.0000051339955
9.8,1791.0000119210774
9.9,1850.0000079369759
10,1887.0000049708888
10.100000000000001,1892.000002538044
10.200000000000001,1825.0000069705727
10.3,1864.0000189128255
10.4,1899.0000196967565
10.5,1795.0000021370647
10.600000000000001,1866.0000472636607
10.700000000000001,1988.0000050599028
10.8,1874.0000098727355
10.9,1932.0000221506348
11,1980.0000090168037
11.100000000000001,2086.0000023930515
11.200000000000001,2012.0000040935076
11.3,1958.000004607454
11.4,1950.0000031218376
11.5,1971.00002584352
11.600000000000001,1885.0000142106148
11.700000000000001,2111.0000120387467
11.8,2089.000002641023
11.9,2017.0000001333792
12,2018.0000094234927
12.100000000000001,2098.0000138348955
12.200000000000001,2232.0000016457043
12.3,2183.0000161605226
12.4,2159.000007156145
12.5,2161.0000140368343
12.600000000000001,2176.000020777803
12.700000000000001,2351.000009246145
12.8,2270.000029029963
12.9,2185.0000179686995
13,2210.000002181803
13.100000000000001,2266.0000092552623
13.200000000000001,2218.0000102080976
13.3,2308.0000012742676
13.4,2417.0000044365966
13.5,2459.0000024234137
13.600000000000001,2354.0000126124746
13.700000000000001,2345.000000351636
13.8,2357.0000268126396
13.9,2532.000001269611
14,2361.000030769745
14.100000000000001,2432.000005416068
14.200000000000001,2556.0000226659477
14.3,2482.000026360062
14.4,2431.0000226138823
14.5,2595.000055929665
14.600000000000001,2535.000000485933
14.700000000000001,2549.000003049366
14.8,2399.0000099305407
14.9,2571.0000010156164
15,2647.000022085945
15.100000000000001,2734.0000167522976
