group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
verify Fiat-Shamir,G2,,,,4372730.0,ns,1
verify Fiat-Shamir,G2,,,,5975452.0,ns,2
verify Fiat-Shamir,G2,,,,8937300.0,ns,3
verify Fiat-Shamir,G2,,,,11145618.0,ns,4
verify Fiat-Shamir,G2,,,,13667693.0,ns,5
verify Fiat-Shamir,G2,,,,16388916.0,ns,6
verify Fiat-Shamir,G2,,,,18911044.0,ns,7
verify Fiat-Shamir,G2,,,,21604527.0,ns,8
verify Fiat-Shamir,G2,,,,24272498.0,ns,9
verify Fiat-Shamir,G2,,,,27075685.0,ns,10
verify Fiat-Shamir,G2,,,,29766484.0,ns,11
verify Fiat-Shamir,G2,,,,32733829.0,ns,12
verify Fiat-Shamir,G2,,,,35149165.0,ns,13
verify Fiat-Shamir,G2,,,,38943756.0,ns,14
verify Fiat-Shamir,G2,,,,40652728.0,ns,15
verify Fiat-Shamir,G2,,,,43214232.0,ns,16
verify Fiat-Shamir,G2,,,,45993725.0,ns,17
verify Fiat-Shamir,G2,,,,48696200.0,ns,18
verify Fiat-Shamir,G2,,,,51354979.0,ns,19
verify Fiat-Shamir,G2,,,,53967637.0,ns,20
verify Fiat-Shamir,G2,,,,56744984.0,ns,21
verify Fiat-Shamir,G2,,,,60309150.0,ns,22
verify Fiat-Shamir,G2,,,,62496594.0,ns,23
verify Fiat-Shamir,G2,,,,65747989.0,ns,24
verify Fiat-Shamir,G2,,,,67524962.0,ns,25
verify Fiat-Shamir,G2,,,,70143681.0,ns,26
verify Fiat-Shamir,G2,,,,73048650.0,ns,27
verify Fiat-Shamir,G2,,,,76786294.0,ns,28
verify Fiat-Shamir,G2,,,,78879411.0,ns,29
verify Fiat-Shamir,G2,,,,81062280.0,ns,30
verify Fiat-Shamir,G2,,,,83577856.0,ns,31
verify Fiat-Shamir,G2,,,,86517089.0,ns,32
verify Fiat-Shamir,G2,,,,90164021.0,ns,33
verify Fiat-Shamir,G2,,,,92811262.0,ns,34
verify Fiat-Shamir,G2,,,,94395111.0,ns,35
verify Fiat-Shamir,G2,,,,97520356.0,ns,36
verify Fiat-Shamir,G2,,,,100902477.0,ns,37
verify Fiat-Shamir,G2,,,,103716434.0,ns,38
verify Fiat-Shamir,G2,,,,105923689.0,ns,39
verify Fiat-Shamir,G2,,,,108396385.0,ns,40
verify Fiat-Shamir,G2,,,,111524604.0,ns,41
verify Fiat-Shamir,G2,,,,115681805.0,ns,42
verify Fiat-Shamir,G2,,,,117169942.0,ns,43
verify Fiat-Shamir,G2,,,,119320052.0,ns,44
verify Fiat-Shamir,G2,,,,122659899.0,ns,45
verify Fiat-Shamir,G2,,,,124766932.0,ns,46
verify Fiat-Shamir,G2,,,,127633441.0,ns,47
verify Fiat-Shamir,G2,,,,130623534.0,ns,48
verify Fiat-Shamir,G2,,,,132528466.0,ns,49
verify Fiat-Shamir,G2,,,,135131677.0,ns,50
verify Fiat-Shamir,G2,,,,137952017.0,ns,51
verify Fiat-Shamir,G2,,,,140278066.0,ns,52
verify Fiat-Shamir,G2,,,,144576984.0,ns,53
verify Fiat-Shamir,G2,,,,152356821.0,ns,54
verify Fiat-Shamir,G2,,,,149241086.0,ns,55
verify Fiat-Shamir,G2,,,,152458014.0,ns,56
verify Fiat-Shamir,G2,,,,153788630.0,ns,57
verify Fiat-Shamir,G2,,,,156608946.0,ns,58
verify Fiat-Shamir,G2,,,,159897456.0,ns,59
verify Fiat-Shamir,G2,,,,162032253.0,ns,60
verify Fiat-Shamir,G2,,,,165538790.0,ns,61
verify Fiat-Shamir,G2,,,,167502215.0,ns,62
verify Fiat-Shamir,G2,,,,171328633.0,ns,63
verify Fiat-Shamir,G2,,,,173815703.0,ns,64
verify Fiat-Shamir,G2,,,,176420217.0,ns,65
verify Fiat-Shamir,G2,,,,180422356.0,ns,66
verify Fiat-Shamir,G2,,,,181333456.0,ns,67
verify Fiat-Shamir,G2,,,,184251031.0,ns,68
verify Fiat-Shamir,G2,,,,185974170.0,ns,69
verify Fiat-Shamir,G2,,,,193264383.0,ns,70
verify Fiat-Shamir,G2,,,,192604045.0,ns,71
verify Fiat-Shamir,G2,,,,196953582.0,ns,72
verify Fiat-Shamir,G2,,,,197309807.0,ns,73
verify Fiat-Shamir,G2,,,,199900811.0,ns,74
verify Fiat-Shamir,G2,,,,202656382.0,ns,75
verify Fiat-Shamir,G2,,,,207800764.0,ns,76
verify Fiat-Shamir,G2,,,,208119546.0,ns,77
verify Fiat-Shamir,G2,,,,211174447.0,ns,78
verify Fiat-Shamir,G2,,,,213602151.0,ns,79
verify Fiat-Shamir,G2,,,,216432196.0,ns,80
verify Fiat-Shamir,G2,,,,219100942.0,ns,81
verify Fiat-Shamir,G2,,,,222069823.0,ns,82
verify Fiat-Shamir,G2,,,,223649183.0,ns,83
verify Fiat-Shamir,G2,,,,227013831.0,ns,84
verify Fiat-Shamir,G2,,,,230772290.0,ns,85
verify Fiat-Shamir,G2,,,,232824692.0,ns,86
verify Fiat-Shamir,G2,,,,237336751.0,ns,87
verify Fiat-Shamir,G2,,,,237856784.0,ns,88
verify Fiat-Shamir,G2,,,,243063554.0,ns,89
verify Fiat-Shamir,G2,,,,243161541.0,ns,90
verify Fiat-Shamir,G2,,,,244984932.0,ns,91
verify Fiat-Shamir,G2,,,,247681806.0,ns,92
verify Fiat-Shamir,G2,,,,251565215.0,ns,93
verify Fiat-Shamir,G2,,,,255071258.0,ns,94
verify Fiat-Shamir,G2,,,,259493472.0,ns,95
verify Fiat-Shamir,G2,,,,258322682.0,ns,96
verify Fiat-Shamir,G2,,,,262599049.0,ns,97
verify Fiat-Shamir,G2,,,,267248831.0,ns,98
verify Fiat-Shamir,G2,,,,266992608.0,ns,99
verify Fiat-Shamir,G2,,,,271258737.0,ns,100
